complex_id	complex_name	organism	pmid	cell_line	purification_methods	n_subunits	subunit_ids	subunit_genes	n_ext_ppi_edges	n_ext_partners	n_ext_partners_pure	n_ext_partners_other_complex_subunit	go_ids	go_names	go_ontology	comment_complex	comment_disease
8333	DNMT1-UHRF1-USP7 complex	Human	29507645	human hepatoblastoma cell lines HUH6	MI:0019:coimmunoprecipitation;MI:0113:western blot	3	P26358;Q96T88;Q93009	DNMT1;UHRF1;USP7	66	66	20	46	GO:0003886;GO:0031625;GO:0140993;GO:0141119	DNA (cytosine-5-)-methyltransferase activity;ubiquitin protein ligase binding;histone modifying activity;chromosomal DNA methylation maintenance following DNA replication	molecular_function;molecular_function;molecular_function;biological_process	Overexpression of UHRF1 promotes silencing of tumor suppressor genes and predicts outcome in hepatoblastoma. The trimeric UHRF1 repression complex might play a crucial role in deep silencing of the TSGs (tumor suppressor genes) HHIP, IGFBP3, and SFRP1 in HB (hepatoblastoma) via combined epigenetic mechanisms, comprising repressive histone modification and DNA methylation (PMID: 29507645).	UHRF1 predicts predicts outcome in hepatoblastoma (HB) (PMID: 29507645).
8338	KEAP1-NRF2 complex	Human	32786061	HeLa cells, HEK293 cells	MI:0051:fluorescence technology	2	Q14145;Q16236	KEAP1;NFE2L2	41	41	19	22	GO:0006950;GO:0050727	response to stress;regulation of inflammatory response	biological_process;biological_process	Under physiological conditions, KEAP1 protein binds to NRF2 and functions as an adaptor protein for cullin 3 (encoded by Cul3 in humans) E3 ubiquitin ligase, which polyubiquitinates NRF2. Consequently, NRF2 is ubiquitinated and degraded by the proteasome. Hence, the transcriptional activity of NRF2 is potently inhibited under normal conditions. If NRF2 dissociates from the cytoplasmic complex with KEAP1, it enters the nucleus, and accumulates there to drive transcription of genes, which encode a coordinated system of anti-oxidant and anti-inflammatory enzymes (PMID: 29263788).	
8344	RUVBL1-RUVBL2 complex	Human	10428817	HeLa cell nuclear extracts	MI:0006:anti bait coimmunoprecipitation;MI:0071:molecular sieving	2	Q9Y265;Q9Y230	RUVBL1;RUVBL2	42	42	8	34	GO:0005634;GO:0016887	nucleus;ATP hydrolysis activity	cellular_component;molecular_function	TIP48/TIP49 complex formation resulted in synergistic increase in ATPase activity, but no no DNA helicase or branch migration activity could be detected. TIP48/TIP49 complex consisted of two stacked hexameric rings with C6 symmetry. (PMID:17157868)	
8352	SMAD3-SMAD4-SKIL complex	Human	28397834	in vitro	MI:0114:x-ray crystallography	3	P12757;P84022;Q13485	SKIL;SMAD3;SMAD4	70	70	19	51	GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	biological_process	SnoN, and SMAD heteromers can form a joint structural core for the binding of other transcription modulators.(PMID:28397834)	
8375	PRC1.1a complex	Human	22325352	293T-REx cells	MI:0029:cosedimentation through density gradient;MI:0676:tandem affinity purification	4	Q9BSM1;Q06587;Q99496;Q8N488	PCGF1;RING1;RNF2;RYBP	33	33	6	27	GO:0006355;GO:0035102	regulation of DNA-templated transcription;PRC1 complex	biological_process;cellular_component	PCGF1 target genes were enriched for gene ontology (GO) terms including cell junction organization and striated muscle-cell differentiation.	
8376	PRC1.1b complex	Human	22325352	293T-REx cells	MI:0029:cosedimentation through density gradient;MI:0676:tandem affinity purification	4	Q9BSM1;Q06587;Q99496;Q8IY57	PCGF1;RING1;RNF2;YAF2	32	32	5	27	GO:0006355;GO:0035102	regulation of DNA-templated transcription;PRC1 complex	biological_process;cellular_component	PCGF1 target genes were enriched for gene ontology (GO) terms including cell junction organization and striated muscle-cell differentiation.	
8377	PRC1.1c complex	Human	22325352	293T-REx cells	MI:0029:cosedimentation through density gradient;MI:0676:tandem affinity purification	9	Q6W2J9;Q5H9F3;Q8NHM5;Q9BSM1;Q06587;Q99496;Q8N488;P63208;Q93009	BCOR;BCORL1;KDM2B;PCGF1;RING1;RNF2;RYBP;SKP1;USP7	71	71	22	49	GO:0006355;GO:0035102	regulation of DNA-templated transcription;PRC1 complex	biological_process;cellular_component	PCGF1 target genes were enriched for gene ontology (GO) terms including cell junction organization and striated muscle-cell differentiation.	
8378	PRC1.1d complex	Human	22325352	293T-REx cells	MI:0029:cosedimentation through density gradient;MI:0676:tandem affinity purification	9	Q6W2J9;Q5H9F3;Q8NHM5;Q9BSM1;Q06587;Q99496;P63208;Q93009;Q8IY57	BCOR;BCORL1;KDM2B;PCGF1;RING1;RNF2;SKP1;USP7;YAF2	69	69	21	48	GO:0006355;GO:0035102	regulation of DNA-templated transcription;PRC1 complex	biological_process;cellular_component	PCGF1 target genes were enriched for gene ontology (GO) terms including cell junction organization and striated muscle-cell differentiation.	
8379	PRC1.2a complex	Human	22325352	293T-REx cells	MI:0029:cosedimentation through density gradient;MI:0676:tandem affinity purification	4	P35227;Q06587;Q99496;Q8N488	PCGF2;RING1;RNF2;RYBP	32	32	6	26	GO:0006355;GO:0035102	regulation of DNA-templated transcription;PRC1 complex	biological_process;cellular_component	PCGF2 target genes were enriched for Gene Ontology terms such as epithelial cell differentiation and embryonic pattern specification.	
8380	PRC1.2b complex	Human	22325352	293T-REx cells	MI:0029:cosedimentation through density gradient;MI:0676:tandem affinity purification	4	P35227;Q06587;Q99496;Q8IY57	PCGF2;RING1;RNF2;YAF2	31	31	5	26	GO:0006355;GO:0035102	regulation of DNA-templated transcription;PRC1 complex	biological_process;cellular_component	PCGF2 target genes were enriched for Gene Ontology terms such as epithelial cell differentiation and embryonic pattern specification.	
8384	PRC1.4a complex	Human	22325352	293T-REx cells	MI:0029:cosedimentation through density gradient;MI:0676:tandem affinity purification	4	P35226;Q06587;Q99496;Q8N488	BMI1;RING1;RNF2;RYBP	35	35	6	29	GO:0006355;GO:0035102	regulation of DNA-templated transcription;PRC1 complex	biological_process;cellular_component	PCGF4 target genes were enriched for Gene Ontology terms related with translation and metabolism.	
8385	PRC1.4b complex	Human	22325352	293T-REx cells	MI:0029:cosedimentation through density gradient;MI:0676:tandem affinity purification	4	P35226;Q06587;Q99496;Q8IY57	BMI1;RING1;RNF2;YAF2	34	34	5	29	GO:0006355;GO:0035102	regulation of DNA-templated transcription;PRC1 complex	biological_process;cellular_component	PCGF4 target genes were enriched for Gene Ontology terms related with translation and metabolism.	
8386	PRC1.4c complex	Human	22325352	293T-REx cells	MI:0029:cosedimentation through density gradient;MI:0676:tandem affinity purification	11	P35226;Q14781;O00257;O95503;Q9HC52;P78364;Q8IXK0;Q8NDX5;Q06587;Q99496;Q96GD3	BMI1;CBX2;CBX4;CBX6;CBX8;PHC1;PHC2;PHC3;RING1;RNF2;SCMH1	40	40	11	29	GO:0006355;GO:0035102	regulation of DNA-templated transcription;PRC1 complex	biological_process;cellular_component	PCGF4 target genes were enriched for Gene Ontology terms related with translation and metabolism.	
8389	PRC1.6a complex	Human	22325352	293T-REx cells	MI:0029:cosedimentation through density gradient;MI:0676:tandem affinity purification	13	Q13185;O75461;Q13547;Q92769;Q969R5;P61244;Q8IWI9;Q9BYE7;Q06587;Q99496;Q8N488;Q14186;P61964	CBX3;E2F6;HDAC1;HDAC2;L3MBTL2;MAX;MGA;PCGF6;RING1;RNF2;RYBP;TFDP1;WDR5	258	258	88	170	GO:0006355;GO:0035102	regulation of DNA-templated transcription;PRC1 complex	biological_process;cellular_component	PCGF6 target genes were enriched for phenotype like abnormal vaginal opening/morphology in mice.	
8390	PRC1.6b complex	Human	22325352	293T-REx cells	MI:0029:cosedimentation through density gradient;MI:0676:tandem affinity purification	13	Q13185;O75461;Q13547;Q92769;Q969R5;P61244;Q8IWI9;Q9BYE7;Q06587;Q99496;Q14186;P61964;Q8IY57	CBX3;E2F6;HDAC1;HDAC2;L3MBTL2;MAX;MGA;PCGF6;RING1;RNF2;TFDP1;WDR5;YAF2	258	258	88	170	GO:0006355;GO:0035102	regulation of DNA-templated transcription;PRC1 complex	biological_process;cellular_component	PCGF6 target genes were enriched for phenotype like abnormal vaginal opening/morphology in mice.	
8414	DOT1L-MLLT10 complex	Human	34414607		MI:0114:x-ray crystallography	2	Q8TEK3;P55197	DOT1L;MLLT10	9	9	3	6	GO:0140938	histone H3 methyltransferase activity	molecular_function		Leukemogenic transformation (PMID:34414607).
8446	ASXL1-BAP1 complex	Human	26416890	HeLa S3 cells	MI:0019:coimmunoprecipitation	2	Q8IXJ9;Q92560	ASXL1;BAP1	21	21	6	15	GO:0016579	protein deubiquitination	biological_process		
8447	ASXL2-BAP1 complex	Human	26416890	HeLa S3 cells	MI:0019:coimmunoprecipitation	2	Q76L83;Q92560	ASXL2;BAP1	18	18	6	12	GO:0016579;GO:0090398	protein deubiquitination;cellular senescence	biological_process;biological_process		
8455	EP300-TP53 complex	Human	28131915	HCM cells	MI:0019:coimmunoprecipitation	2	Q09472;P04637	EP300;TP53	253	253	102	151	GO:0010468;GO:0010659	regulation of gene expression;cardiac muscle cell apoptotic process	biological_process;biological_process		
8460	HNRNPL-SETD2 complex	Human	19332550	HEK293 cells	MI:0019:coimmunoprecipitation	2	P14866;Q9BYW2	HNRNPL;SETD2	14	14	8	6	GO:0140955	histone H3K36 trimethyltransferase activity	molecular_function		
8463	BRISC complex	Human	19214193	HeLa cells	MI:0019:coimmunoprecipitation	4	Q15018;Q9NWV8;Q9NXR7;P46736	ABRAXAS2;BABAM1;BABAM2;BRCC3	4	4	1	3	GO:0016579	protein deubiquitination	biological_process		
8474	METTL3-METTL14 complex	Human	24316715	HeLa cells	MI:0007:anti tag coimmunoprecipitation;MI:0071:molecular sieving	2	Q9HCE5;Q86U44	METTL14;METTL3	0	0	0	0	GO:0001510;GO:0005634	RNA methylation;nucleus	biological_process;cellular_component	The METTL3-METTL14 complex mediates mammalian nuclear RNA N6-adenosine methylation. WTAP, a mammalian splicing factor, can interact with this complex and affect this methylation (see complex-ID 7808).	
8492	EYA4-SIX3 complex	Human	19606496	293 cells	MI:0019:coimmunoprecipitation	2	O95677;O95343	EYA4;SIX3	3	3	0	3	GO:0005634;GO:0006351	nucleus;DNA-templated transcription	cellular_component;biological_process		
8494	TCF4-ZIC2 complex	Human	21908606	293T cells	MI:0019:coimmunoprecipitation	2	P15884;O95409	TCF4;ZIC2	18	18	8	10	GO:0016055	Wnt signaling pathway	biological_process		
8513	ATRX-SETDB1-TRIM28-ZNF274 complex	Human	27029610	K562 cells	MI:0019:coimmunoprecipitation;MI:0402:chromatin immunoprecipitation assay	4	P46100;Q15047;Q13263;Q96GC6	ATRX;SETDB1;TRIM28;ZNF274	145	145	107	38	GO:0006355;GO:0140949	regulation of DNA-templated transcription;histone H3K9 trimethyltransferase activity	biological_process;molecular_function	ATRX co-occupies 3' ZNF exons containing an H3K9me3/H3K36me3 chromatin signature, together with the H3K9 methyltransferase SETDB1, the co-repressor TRIM28, and the transcription factor ZNF274. Deletion of ATRX or ZNF274 leads to a reduction of H3K9me3, particularly at 3' ZNF exons and other H3K9me3/H3K36me3-containing regions, as well as increased DNA damage, and defects in the cell cycle.	
8526	PBX2-TLX1 complex	Human	19559479		MI:0018:two hybrid	2	P40425;P31314	PBX2;TLX1	7	7	2	5	GO:0006357	regulation of transcription by RNA polymerase II	biological_process	The co-operation between TLX1 (HOX11) and MEIS proteins may have a significant role in T-cell leukemogenesis (PMID:19559479)	
8527	HOXB7-PBX2 complex	Human	23400877	A375M melanoma cells	MI:0019:coimmunoprecipitation	2	P09629;P40425	HOXB7;PBX2	7	7	1	6	GO:1902893	regulation of miRNA transcription	biological_process	The HOXB7/PBX2 dimer acts as a positive transcriptional regulator of the oncogenic microRNA-221 and -222.(PMID:23400877)	HXR9 treatment results in the downregulation of miR-221 and 222 in human melanoma cells as a consequence of HOXB7/PBX2 heterodimer disruption and the subsequent degradation of HOXB7 and PBX2 proteins. (PMID:23400877)
8537	ISGF3 complex	Human	7537377	HeLa cells	MI:0006:anti bait coimmunoprecipitation;MI:0071:molecular sieving;MI:0430:nucleic acid uv cross-linking assay	3	Q00978;P42224;P52630	IRF9;STAT1;STAT2	17	17	1	16	GO:0005634;GO:0006954;GO:0007259;GO:0019048;GO:0035455;GO:0045087;GO:0045893;GO:0051607;GO:0071357	nucleus;inflammatory response;cell surface receptor signaling pathway via JAK-STAT;modulation by virus of host process;response to interferon-alpha;innate immune response;positive regulation of DNA-templated transcription;defense response to virus;cellular response to type I interferon	cellular_component;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process	The ISGF3 complex binds to IFN stimulated response elements (ISRE) on the DNA to activate the transcription of interferon stimulated genes. IRF9 (p48) and Stat1:2 heterodimer do not associate stably in the absence of DNA (PMID: 8943351). Viruses have evolved several strategies to evade the immune system of the host. Adenovirus infection inhibits the formation of the ISGF3 complex, thereby preventing the expression of genes involved in the antiviral immune response (PMID: 1652751).	
8591	CTBP2-FOXP3-HDAC1 complex	Human	31754335	A549 cells	MI:0007:anti tag coimmunoprecipitation	3	P56545;Q9BZS1;Q13547	CTBP2;FOXP3;HDAC1	173	173	65	108	GO:0002221;GO:0031334;GO:0045088;GO:0050729;GO:1902894;GO:1904784	pattern recognition receptor signaling pathway;positive regulation of protein-containing complex assembly;regulation of innate immune response;positive regulation of inflammatory response;negative regulation of miRNA transcription;NLRP1 inflammasome complex assembly	biological_process;biological_process;biological_process;biological_process;biological_process;biological_process	This complex specifically binds to the promoter and represses the expression of miR-199a-3p which is significantly downregulated in lung tissues of patients with acute lung injury. NLRP1 is a target of miR-199a-3p. Downregulation of miR-199a-3p eliminated its repression against NLRP1, thereby causing the upregulation of NLRP1. (PMID:31754335)	The CHFTC transcriptional complex contributes to acute lung injury by targeting NLRP1 (PMID: 31754335).
8711	MYCN-SIRT1 complex	Human	21698133	HEK293 cells	MI:0019:coimmunoprecipitation	2	P04198;Q96EB6	MYCN;SIRT1	53	53	14	39	GO:0005634;GO:0045892	nucleus;negative regulation of DNA-templated transcription	cellular_component;biological_process	SIRT1 functions as an oncoprotein in N-Myc oncogenesis through forming a transcriptional repressor complex with N-Myc, repressing MKP3 gene transcription and consequently stabilizing N-Myc oncoprotein, and that SIRT1 inhibitors exert anticancer effects against N-Myc-induced neuroblastoma in vitro and in vivo.	The MYCN expression profile is one of the most robust and significant prognostic markers for neuroblastoma outcome. SIRT1 promotes MYCN oncogenesis through a positive feedback loop involving the effects of MKP3 and ERK on MYCN protein stability.
8712	HDAC2-MYCN-SP1 complex	Human	20697349	BE(2)-C cells	MI:0019:coimmunoprecipitation;MI:0402:chromatin immunoprecipitation assay	3	Q92769;P04198;P08047	HDAC2;MYCN;SP1	163	163	51	112	GO:0005634;GO:0045892	nucleus;negative regulation of DNA-templated transcription	cellular_component;biological_process	MYCN forms a protein complex along with HDAC2 and Sp1, and the protein complex represses CCGN2 gene transcription by binding the Sp1 containing region downstream of the transcription start site.	The MYCN expression profile is one of the most robust and significant prognostic markers for neuroblastoma outcome. Transcriptional upregulation of histone deacetylase 2 promotes Myc-induced oncogenic effects.
8713	HDAC1-MYCN-SP1 complex	Human	18003922	LAN-1 neuroblastoma cells	MI:0019:coimmunoprecipitation;MI:0402:chromatin immunoprecipitation assay	3	Q13547;P04198;P08047	HDAC1;MYCN;SP1	217	217	77	140	GO:0005634;GO:0045892	nucleus;negative regulation of DNA-templated transcription	cellular_component;biological_process	MYCN acts as a transrepressor by recruiting the HDAC1 protein to an Sp1-binding site.	The MYCN expression profile is one of the most robust and significant prognostic markers for neuroblastoma outcome. Repression of TG2 (tissue transglutaminase) expression by MYCN is required for neuritic differentiation arrest in neuroblastoma cells.
8757	MYCN-SP1-ZBTB17 complex	Human	21123453	HEK293 cells; SK-N-BE cells	MI:0019:coimmunoprecipitation;MI:0402:chromatin immunoprecipitation assay	3	P04198;P08047;Q13105	MYCN;SP1;ZBTB17	92	92	35	57	GO:0005634;GO:0045892	nucleus;negative regulation of DNA-templated transcription	cellular_component;biological_process	The MYCN-SP1-ZBTB17 complex performs transcriptional repression of TRKA and p75NTR, two neurotrophin receptors.	The MYCN-SP1-ZBTB17 complex affects neuroblastoma malignancy by inhibiting the cell response to NGF.
8758	AURKA-MYCN complex	Human	19111882	SH-EP cells	MI:0019:coimmunoprecipitation	2	O14965;P04198	AURKA;MYCN	44	44	24	20	GO:0005634;GO:0006626	nucleus;protein targeting to mitochondrion	cellular_component;biological_process		In human neuroblastoma, amplification of the MYCN gene predicts poor prognosis and resistance to therapy. Aurora A is a protein that binds to and stabilizes N-Myc.
8759	KDM1A-MYCN complex	Human	26062444	Tet-21/N cells	MI:0019:coimmunoprecipitation	2	O60341;P04198	KDM1A;MYCN	57	57	20	37	GO:0006355	regulation of DNA-templated transcription	biological_process	MYCN interacts with KDM1A (LSD1), a monoamine oxidase that function as master epigenetic regulator in neuroblastoma cell lines. The KDM1A-MYCN complex is involved either in activation or repression of MYCN target genes in neuroblastoma cell lines (PMID:27894074).	Neuroblastoma with MYCN amplification is a highly aggressive and metastatic tumor in children.
8842	AHR-ARNT complex	Human	7929368	in vitro	MI:0412:electrophoretic mobility supershift assay	2	P35869;P27540	AHR;ARNT	26	26	8	18	GO:0005634;GO:0006355	nucleus;regulation of DNA-templated transcription	cellular_component;biological_process	Upon activation by ligand binding, AHR enters the nucleus where it interacts with ARNT, forming the liganded AHR-ARNT complex, which binds to specific DNA sequences called xenobiotic response elements (PMID: 10619402).	
